height,timestamp,masp_epoch,token_address,last_inflation,last_locked
3805753,2025-10-06T03:06:17.938068036Z,306,tnam1pkg30gnt4q0zn7j00r6hms4ajrxn6f5ysyyl7w9m,26030660976,128582497751
3805753,2025-10-06T03:06:17.938068036Z,306,tnam1ph6xhf0defk65hm7l5ursscwqdj8ehrcdv300u4g,8053547040,43579660999
3805753,2025-10-06T03:06:17.938068036Z,306,tnam1pklj3kwp0cpsdvv56584rsajty974527qsp8n0nm,25801598571,125940654293
3805753,2025-10-06T03:06:17.938068036Z,306,tnam1p5z8ruwyu7ha8urhq2l0dhpk2f5dv3ts7uyf2n75,25943998531,1536728443822
3805753,2025-10-06T03:06:17.938068036Z,306,tnam1p5z5538v3kdk3wdx7r2hpqm4uq9926dz3ughcp7n,1546487776,13767341936
3805753,2025-10-06T03:06:17.938068036Z,306,tnam1p4px8sw3am4qvetj7eu77gftm4fz4hcw2ulpldc7,25847166925,700194992608
3805753,2025-10-06T03:06:17.938068036Z,306,tnam1q9gr66cvu4hrzm0sd5kmlnjje82gs3xlfg3v6nu7,0,55418329044656
3805753,2025-10-06T03:06:17.938068036Z,306,tnam1pkl64du8p2d240my5umxm24qhrjsvh42ruc98f97,47017307038,1316943214823
3805753,2025-10-06T03:06:17.938068036Z,306,tnam1phv4vcuw2ftsjahhvg65w4ux8as09tlysuhvzqje,0,2839515748
3805753,2025-10-06T03:06:17.938068036Z,306,tnam1pk6pgu4cpqeu4hqjkt6s724eufu64svpqgu52m3g,0,1224183296
3805753,2025-10-06T03:06:17.938068036Z,306,tnam1pk288t54tg99umhamwx998nh0q2dhc7slch45sqy,0,34334300000
3795753,2025-10-05T07:36:03.088600805Z,305,tnam1pkg30gnt4q0zn7j00r6hms4ajrxn6f5ysyyl7w9m,26042310324,128584645251
3795753,2025-10-05T07:36:03.088600805Z,305,tnam1ph6xhf0defk65hm7l5ursscwqdj8ehrcdv300u4g,7968054006,43579660999
3795753,2025-10-05T07:36:03.088600805Z,305,tnam1pklj3kwp0cpsdvv56584rsajty974527qsp8n0nm,25824386016,127370754293
3795753,2025-10-05T07:36:03.088600805Z,305,tnam1p5z8ruwyu7ha8urhq2l0dhpk2f5dv3ts7uyf2n75,25943436928,1509817543822
3795753,2025-10-05T07:36:03.088600805Z,305,tnam1p5z5538v3kdk3wdx7r2hpqm4uq9926dz3ughcp7n,1570744440,14767341936
3795753,2025-10-05T07:36:03.088600805Z,305,tnam1p4px8sw3am4qvetj7eu77gftm4fz4hcw2ulpldc7,25850982470,700194992608
3795753,2025-10-05T07:36:03.088600805Z,305,tnam1q9gr66cvu4hrzm0sd5kmlnjje82gs3xlfg3v6nu7,0,55309259104068
3795753,2025-10-05T07:36:03.088600805Z,305,tnam1pkl64du8p2d240my5umxm24qhrjsvh42ruc98f97,47386743995,1340785214823
3795753,2025-10-05T07:36:03.088600805Z,305,tnam1phv4vcuw2ftsjahhvg65w4ux8as09tlysuhvzqje,0,3005630384
3795753,2025-10-05T07:36:03.088600805Z,305,tnam1pk6pgu4cpqeu4hqjkt6s724eufu64svpqgu52m3g,0,1225183296
3795753,2025-10-05T07:36:03.088600805Z,305,tnam1pk288t54tg99umhamwx998nh0q2dhc7slch45sqy,0,34334300000
3785753,2025-10-04T12:03:46.416835479Z,304,tnam1pkg30gnt4q0zn7j00r6hms4ajrxn6f5ysyyl7w9m,26054383986,128582145251
3785753,2025-10-04T12:03:46.416835479Z,304,tnam1ph6xhf0defk65hm7l5ursscwqdj8ehrcdv300u4g,7882523946,43579660999
3785753,2025-10-04T12:03:46.416835479Z,304,tnam1pklj3kwp0cpsdvv56584rsajty974527qsp8n0nm,25846628544,126723474293
3785753,2025-10-04T12:03:46.416835479Z,304,tnam1p5z8ruwyu7ha8urhq2l0dhpk2f5dv3ts7uyf2n75,25944952595,1510153624896
3785753,2025-10-04T12:03:46.416835479Z,304,tnam1p5z5538v3kdk3wdx7r2hpqm4uq9926dz3ughcp7n,1559869272,14767341936
3785753,2025-10-04T12:03:46.416835479Z,304,tnam1p4px8sw3am4qvetj7eu77gftm4fz4hcw2ulpldc7,25854019041,699901300579
3785753,2025-10-04T12:03:46.416835479Z,304,tnam1q9gr66cvu4hrzm0sd5kmlnjje82gs3xlfg3v6nu7,0,55203213741894
3785753,2025-10-04T12:03:46.416835479Z,304,tnam1pkl64du8p2d240my5umxm24qhrjsvh42ruc98f97,47687770998,1322331896881
3785753,2025-10-04T12:03:46.416835479Z,304,tnam1phv4vcuw2ftsjahhvg65w4ux8as09tlysuhvzqje,0,3005630384
3785753,2025-10-04T12:03:46.416835479Z,304,tnam1pk6pgu4cpqeu4hqjkt6s724eufu64svpqgu52m3g,0,1225183296
3785753,2025-10-04T12:03:46.416835479Z,304,tnam1pk288t54tg99umhamwx998nh0q2dhc7slch45sqy,0,34334300000
3775753,2025-10-03T16:32:12.973833132Z,303,tnam1pkg30gnt4q0zn7j00r6hms4ajrxn6f5ysyyl7w9m,26065969044,128585095251
3775753,2025-10-03T16:32:12.973833132Z,303,tnam1ph6xhf0defk65hm7l5ursscwqdj8ehrcdv300u4g,7796954682,43579660999
3775753,2025-10-03T16:32:12.973833132Z,303,tnam1pklj3kwp0cpsdvv56584rsajty974527qsp8n0nm,25871307376,128320486448
3775753,2025-10-03T16:32:12.973833132Z,303,tnam1p5z8ruwyu7ha8urhq2l0dhpk2f5dv3ts7uyf2n75,25947066735,1510136033443
3775753,2025-10-03T16:32:12.973833132Z,303,tnam1p5z5538v3kdk3wdx7r2hpqm4uq9926dz3ughcp7n,1548988200,14767341936
3775753,2025-10-03T16:32:12.973833132Z,303,tnam1p4px8sw3am4qvetj7eu77gftm4fz4hcw2ulpldc7,25879502055,709599510060
3775753,2025-10-03T16:32:12.973833132Z,303,tnam1q9gr66cvu4hrzm0sd5kmlnjje82gs3xlfg3v6nu7,0,60955645679932
3775753,2025-10-03T16:32:12.973833132Z,303,tnam1pkl64du8p2d240my5umxm24qhrjsvh42ruc98f97,48049955550,1340147025511
3775753,2025-10-03T16:32:12.973833132Z,303,tnam1phv4vcuw2ftsjahhvg65w4ux8as09tlysuhvzqje,0,3005630384
3775753,2025-10-03T16:32:12.973833132Z,303,tnam1pk6pgu4cpqeu4hqjkt6s724eufu64svpqgu52m3g,0,1227183296
3775753,2025-10-03T16:32:12.973833132Z,303,tnam1pk288t54tg99umhamwx998nh0q2dhc7slch45sqy,0,34334300000
3755753,2025-10-02T01:26:02.979226025Z,302,tnam1pkg30gnt4q0zn7j00r6hms4ajrxn6f5ysyyl7w9m,26078119854,128580483056
3755753,2025-10-02T01:26:02.979226025Z,302,tnam1ph6xhf0defk65hm7l5ursscwqdj8ehrcdv300u4g,7711346214,43579660999
3755753,2025-10-02T01:26:02.979226025Z,302,tnam1pklj3kwp0cpsdvv56584rsajty974527qsp8n0nm,25898953014,130686471477
3755753,2025-10-02T01:26:02.979226025Z,302,tnam1p5z8ruwyu7ha8urhq2l0dhpk2f5dv3ts7uyf2n75,25953792939,1534902594859
3755753,2025-10-02T01:26:02.979226025Z,302,tnam1p5z5538v3kdk3wdx7r2hpqm4uq9926dz3ughcp7n,1538102700,14767341936
3755753,2025-10-02T01:26:02.979226025Z,302,tnam1p4px8sw3am4qvetj7eu77gftm4fz4hcw2ulpldc7,25897878105,709534907255
3755753,2025-10-02T01:26:02.979226025Z,302,tnam1q9gr66cvu4hrzm0sd5kmlnjje82gs3xlfg3v6nu7,0,60314441818169
3755753,2025-10-02T01:26:02.979226025Z,302,tnam1pkl64du8p2d240my5umxm24qhrjsvh42ruc98f97,48335192757,1315361249650
3755753,2025-10-02T01:26:02.979226025Z,302,tnam1phv4vcuw2ftsjahhvg65w4ux8as09tlysuhvzqje,0,3005630384
3755753,2025-10-02T01:26:02.979226025Z,302,tnam1pk6pgu4cpqeu4hqjkt6s724eufu64svpqgu52m3g,0,1227183296
3755753,2025-10-02T01:26:02.979226025Z,302,tnam1pk288t54tg99umhamwx998nh0q2dhc7slch45sqy,0,34334300000
3745753,2025-10-01T05:59:25.254674851Z,301,tnam1pkg30gnt4q0zn7j00r6hms4ajrxn6f5ysyyl7w9m,26071115040,120603123706
3745753,2025-10-01T05:59:25.254674851Z,301,tnam1ph6xhf0defk65hm7l5ursscwqdj8ehrcdv300u4g,7625698542,43579660999
3745753,2025-10-01T05:59:25.254674851Z,301,tnam1pklj3kwp0cpsdvv56584rsajty974527qsp8n0nm,25926685400,131136640626
3745753,2025-10-01T05:59:25.254674851Z,301,tnam1p5z8ruwyu7ha8urhq2l0dhpk2f5dv3ts7uyf2n75,25957955200,1535095376674
3745753,2025-10-01T05:59:25.254674851Z,301,tnam1p5z5538v3kdk3wdx7r2hpqm4uq9926dz3ughcp7n,1525847675,14751327167
3745753,2025-10-01T05:59:25.254674851Z,301,tnam1p4px8sw3am4qvetj7eu77gftm4fz4hcw2ulpldc7,25913800292,709470806578
3745753,2025-10-01T05:59:25.254674851Z,301,tnam1q9gr66cvu4hrzm0sd5kmlnjje82gs3xlfg3v6nu7,0,60186153717201
3745753,2025-10-01T05:59:25.254674851Z,301,tnam1pkl64du8p2d240my5umxm24qhrjsvh42ruc98f97,48196534544,1130345000650
3745753,2025-10-01T05:59:25.254674851Z,301,tnam1phv4vcuw2ftsjahhvg65w4ux8as09tlysuhvzqje,0,3005630384
3745753,2025-10-01T05:59:25.254674851Z,301,tnam1pk6pgu4cpqeu4hqjkt6s724eufu64svpqgu52m3g,0,1227183296
3745753,2025-10-01T05:59:25.254674851Z,301,tnam1pk288t54tg99umhamwx998nh0q2dhc7slch45sqy,0,34334300000
3735753,2025-09-30T10:29:13.212164553Z,300,tnam1pkg30gnt4q0zn7j00r6hms4ajrxn6f5ysyyl7w9m,26064518742,121143859089
3735753,2025-09-30T10:29:13.212164553Z,300,tnam1ph6xhf0defk65hm7l5ursscwqdj8ehrcdv300u4g,7540013844,43579660999
3735753,2025-09-30T10:29:13.212164553Z,300,tnam1pklj3kwp0cpsdvv56584rsajty974527qsp8n0nm,25952164928,129288003756
3735753,2025-09-30T10:29:13.212164553Z,300,tnam1p5z8ruwyu7ha8urhq2l0dhpk2f5dv3ts7uyf2n75,25963683585,1535104790959
3735753,2025-09-30T10:29:13.212164553Z,300,tnam1p5z5538v3kdk3wdx7r2hpqm4uq9926dz3ughcp7n,1513525525,14751327167
3735753,2025-09-30T10:29:13.212164553Z,300,tnam1p4px8sw3am4qvetj7eu77gftm4fz4hcw2ulpldc7,25931102558,709470806578
3735753,2025-09-30T10:29:13.212164553Z,300,tnam1q9gr66cvu4hrzm0sd5kmlnjje82gs3xlfg3v6nu7,0,59120671654392
3735753,2025-09-30T10:29:13.212164553Z,300,tnam1pkl64du8p2d240my5umxm24qhrjsvh42ruc98f97,48313250189,1159885208902
3735753,2025-09-30T10:29:13.212164553Z,300,tnam1phv4vcuw2ftsjahhvg65w4ux8as09tlysuhvzqje,0,3005630384
3735753,2025-09-30T10:29:13.212164553Z,300,tnam1pk6pgu4cpqeu4hqjkt6s724eufu64svpqgu52m3g,0,1227183296
3735753,2025-09-30T10:29:13.212164553Z,300,tnam1pk288t54tg99umhamwx998nh0q2dhc7slch45sqy,0,34334300000
